dataset,explainer,n_trees,max_depth,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain,facet_k
magic,FACETIndex,100,,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.107492316,,8.75,32.89852667,0.434207439,0.021710372,20,20
magic,FACETIndex,100,,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.107492316,,8.75,32.89852667,0.439263582,0.021963179,20,21
magic,FACETIndex,100,,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.107492316,,8.75,32.89852667,0.447947264,0.022397363,20,22
magic,FACETIndex,100,,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.107492316,,8.75,32.89852667,0.468660831,0.023433042,20,23
magic,FACETIndex,100,,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.107492316,,8.75,32.89852667,0.468070984,0.023403549,20,24
magic,FACETIndex,100,,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.107492316,,8.75,32.89852667,0.476065159,0.023803258,20,25
cancer,FACETIndex,100,,1,0.956140351,0.939393939,0.911764706,0.925373134,1,0.297354468,,12.1,24.63800907,3.408078194,0.17040391,20,15
cancer,FACETIndex,100,,1,0.956140351,0.939393939,0.911764706,0.925373134,1,0.297354468,,12.1,24.63800907,3.418427467,0.170921373,20,16
cancer,FACETIndex,100,,1,0.956140351,0.939393939,0.911764706,0.925373134,1,0.297354468,,12.1,24.63800907,3.420626879,0.171031344,20,17
cancer,FACETIndex,100,,1,0.956140351,0.939393939,0.911764706,0.925373134,1,0.297354468,,12.1,24.63800907,3.426506042,0.171325302,20,18
cancer,FACETIndex,100,,1,0.956140351,0.939393939,0.911764706,0.925373134,1,0.297354468,,12.1,24.63800907,3.429076433,0.171453822,20,19
cancer,FACETIndex,100,,1,0.956140351,0.939393939,0.911764706,0.925373134,1,0.297354468,,12.1,24.63800907,3.41817379,0.170908689,20,20
cancer,FACETIndex,100,,1,0.956140351,0.939393939,0.911764706,0.925373134,1,0.297354468,,12.1,24.63800907,3.444889545,0.172244477,20,21
cancer,FACETIndex,100,,1,0.956140351,0.939393939,0.911764706,0.925373134,1,0.297354468,,12.1,24.63800907,3.440021276,0.172001064,20,22
cancer,FACETIndex,100,,1,0.956140351,0.939393939,0.911764706,0.925373134,1,0.297354468,,12.1,24.63800907,3.435639143,0.171781957,20,23
cancer,FACETIndex,100,,1,0.956140351,0.939393939,0.911764706,0.925373134,1,0.297354468,,12.1,24.63800907,3.437842369,0.171892118,20,24
cancer,FACETIndex,100,,1,0.956140351,0.939393939,0.911764706,0.925373134,1,0.297354468,,12.1,24.63800907,3.444348574,0.172217429,20,25
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,0.458897352,0.022944868,20,1
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,0.599462986,0.029973149,20,2
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,0.766520262,0.038326013,20,3
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,0.867199421,0.043359971,20,4
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,0.900107384,0.045005369,20,5
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,0.938895941,0.046944797,20,6
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.068033218,0.053401661,20,7
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.085220098,0.054261005,20,8
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.098740816,0.054937041,20,9
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.123089075,0.056154454,20,10
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.139326334,0.056966317,20,11
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.178105354,0.058905268,20,12
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.186914206,0.05934571,20,13
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.214678764,0.060733938,20,14
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.216351986,0.060817599,20,15
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.255805254,0.062790263,20,16
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.274908066,0.063745403,20,17
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.281521082,0.064076054,20,18
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.441498756,0.072074938,20,19
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.449329376,0.072466469,20,20
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.077222824,0.003861141,20,1
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.121913671,0.006095684,20,2
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.140205145,0.007010257,20,3
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.451987267,0.072599363,20,21
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.144073486,0.007203674,20,4
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.155303717,0.007765186,20,5
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.165924311,0.008296216,20,6
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.176626682,0.008831334,20,7
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.190444469,0.009522223,20,8
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.19081521,0.009540761,20,9
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.211671591,0.01058358,20,10
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.459056854,0.072952843,20,22
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.215995312,0.010799766,20,11
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.220209837,0.011010492,20,12
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.220619202,0.01103096,20,13
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.233007193,0.01165036,20,14
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.233384132,0.011669207,20,15
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.234637022,0.011731851,20,16
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.239408493,0.011970425,20,17
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.475339651,0.073766983,20,23
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.24130249,0.012065125,20,18
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.251018524,0.012550926,20,19
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.254793644,0.012739682,20,20
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.275012732,0.013750637,20,21
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.283172369,0.014158618,20,22
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.477809429,0.073890471,20,24
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.287499666,0.014374983,20,23
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.298615932,0.014930797,20,24
vertebral,FACETIndex,100,,1,0.85483871,0.863636364,0.926829268,0.894117647,1,0.087032066,,3.4,22.74546766,0.29671526,0.014835763,20,25
spambase,FACETIndex,100,,1,0.955434783,0.959302326,0.924369748,0.941512126,1,0.068088994,,17.9,34.68855381,1.673087835,0.083654392,20,25
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.383944988,0.019197249,20,1
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.484582901,0.024229145,20,2
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.48282361,0.024141181,20,3
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.48532033,0.024266016,20,4
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.49244976,0.024622488,20,5
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.512661695,0.025633085,20,6
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.512822628,0.025641131,20,7
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.559847832,0.027992392,20,8
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.561329365,0.028066468,20,9
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.56078577,0.028039289,20,10
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.561255932,0.028062797,20,11
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.558853388,0.027942669,20,12
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.572468758,0.028623438,20,13
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.57559514,0.028779757,20,14
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.573030949,0.028651547,20,15
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.575767994,0.0287884,20,16
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,3.83789587,0.191894794,20,1
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.577584267,0.028879213,20,17
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.578270197,0.02891351,20,18
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.578814268,0.028940713,20,19
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.575077295,0.028753865,20,20
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.578879118,0.028943956,20,21
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.579438448,0.028971922,20,22
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.584455729,0.029222786,20,23
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.453794241,0.222689712,20,2
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.585919619,0.029295981,20,24
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.100807487,,5.55,18.79364276,0.607841969,0.030392098,20,25
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.473179817,0.223658991,20,3
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.464796305,0.223239815,20,4
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.534832954,0.226741648,20,5
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.528708935,0.226435447,20,6
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.555701733,0.227785087,20,7
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.583675385,0.229183769,20,8
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.596271038,0.229813552,20,9
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.550255299,0.227512765,20,10
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.323536634,0.016176832,20,1
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.369904518,0.018495226,20,2
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.396852016,0.019842601,20,3
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.470547438,0.023527372,20,4
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.482405663,0.024120283,20,5
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.504876852,0.025243843,20,6
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.545094013,0.027254701,20,7
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.563153982,0.228157699,20,11
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.561156273,0.028057814,20,8
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.588826656,0.029441333,20,9
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.597716093,0.029885805,20,10
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.626443148,0.031322157,20,11
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.652043819,0.032602191,20,12
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.657244444,0.032862222,20,13
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.663889408,0.03319447,20,14
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.556498528,0.227824926,20,12
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.672979593,0.03364898,20,15
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.697226048,0.034861302,20,16
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.708601236,0.035430062,20,17
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.709258318,0.035462916,20,18
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.705697775,0.035284889,20,19
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.723441124,0.036172056,20,20
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.721111298,0.036055565,20,21
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.63956809,0.231978405,20,13
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.723692894,0.036184645,20,22
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.735261917,0.036763096,20,23
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.75238061,0.03761903,20,24
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.119239402,,9,32.64068604,0.770290375,0.038514519,20,25
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.636399984,0.231819999,20,14
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.662804127,0.233140206,20,15
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.660161018,0.233008051,20,16
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.662868023,0.233143401,20,17
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.64897275,0.232448637,20,18
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.657261133,0.232863057,20,19
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.661845922,0.233092296,20,20
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.666938782,0.233346939,20,21
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.232732058,0.011636603,20,1
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.417867422,0.020893371,20,2
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.470909595,0.02354548,20,3
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.490288734,0.024514437,20,4
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.504732847,0.025236642,20,5
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.561902285,0.028095114,20,6
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.672045231,0.033602262,20,7
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.695445538,0.034772277,20,8
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.68226409,0.234113204,20,22
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.699800014,0.034990001,20,9
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.705513716,0.035275686,20,10
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.707310438,0.035365522,20,11
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.718647003,0.03593235,20,12
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.729767323,0.036488366,20,13
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.74335742,0.037167871,20,14
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.361690249,,12.55,25.19119573,4.647821665,0.232391083,20,23
spambase,FACETIndex,100,,2,0.95326087,0.951086957,0.933333333,0.942126514,1,0.058093182,,16.65,34.47619581,0.748798132,0.037439907,20,15
