dataset,explainer,n_trees,max_depth,n_rects,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain
credit,FACETIndex,100,,20000,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.343301338,0.653677518,6.15,31.70872712,6.523080349,0.326154017,20
credit,FACETIndex,100,,20000,9,0.797974684,0.827666151,0.933536718,0.877419355,1,0.435055484,0.848205545,6.85,31.9215548,5.677431583,0.283871579,20
adult,FACETIndex,100,,20000,1,0.845218353,0.72036942,0.621513944,0.66730038,1,0.289740998,0.46273045,3.15,46.95056796,17.64218354,0.882109177,20
adult,FACETIndex,100,,20000,2,0.83946932,0.704379562,0.604203936,0.65045739,1,0.179955864,0.262935343,3,45.82974768,19.64397311,0.982198656,20
adult,FACETIndex,100,,20000,5,0.844444444,0.695847924,0.635159817,0.664120315,1,0.207321756,0.32862737,3,46.18186808,18.49947715,0.924973857,20
adult,FACETIndex,100,,20000,3,0.849087894,0.722166998,0.643204958,0.680402716,1,0.286451908,0.431937629,2.9,47.80677724,17.83478045,0.891739023,20
adult,FACETIndex,100,,20000,4,0.84013267,0.700553598,0.620597414,0.658156028,1,0.217904867,0.326099382,2.85,46.71238947,21.18421173,1.059210587,20
adult,FACETIndex,100,,20000,6,0.845771144,0.715562566,0.614446953,0.66116104,1,0.217593089,0.315364457,2.65,47.73930645,18.85118365,0.942559183,20
adult,FACETIndex,100,,20000,8,0.846102819,0.725864739,0.620202911,0.668886775,1,0.126385144,0.19356876,2.9,48.11861348,18.79491353,0.939745677,20
credit,FACETIndex,100,,30000,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.374377219,0.702816711,5.8,40.92338276,7.10169673,0.355084836,20
adult,FACETIndex,100,,20000,7,0.841901603,0.716174975,0.61754386,0.663212435,1,0.200239332,0.306816187,2.8,48.19590402,20.88703656,1.044351828,20
adult,FACETIndex,100,,20000,9,0.848977336,0.720734908,0.622111464,0.667801556,1,0.185813387,0.26970284,2.7,47.63970375,21.78258753,1.089129376,20
credit,FACETIndex,100,,30000,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.352160682,0.634485866,6,41.30186391,9.390221596,0.46951108,20
credit,FACETIndex,100,,30000,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.38214031,0.703083925,6.1,40.45981455,8.268760204,0.41343801,20
credit,FACETIndex,100,,30000,5,0.8,0.834855255,0.927677029,0.878821965,1,0.418813496,0.740131364,6.1,40.30163789,5.962422132,0.298121107,20
compas,FACETIndex,100,,60000,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,57.57922864,0.141513586,0.007075679,20
credit,FACETIndex,100,,30000,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.34863543,0.652961978,5.85,39.43843508,9.350218058,0.467510903,20
compas,FACETIndex,100,,60000,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,58.03272796,0.19739747,0.009869874,20
compas,FACETIndex,100,,60000,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,56.93230081,0.170208216,0.008510411,20
compas,FACETIndex,100,,60000,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.18625,0.18625,1,59.920012,0.196804047,0.009840202,20
compas,FACETIndex,100,,60000,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,57.30524731,0.21071434,0.010535717,20
credit,FACETIndex,100,,30000,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.296665788,0.52488957,5.5,39.68559289,13.11941957,0.655970979,20
compas,FACETIndex,100,,60000,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,57.11274242,0.205186844,0.010259342,20
credit,FACETIndex,100,,30000,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.342532827,0.621303818,5.8,41.96517491,7.801367998,0.3900684,20
compas,FACETIndex,100,,60000,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.1075,0.1075,1,57.68758893,0.197121859,0.009856093,20
credit,FACETIndex,100,,30000,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.430513516,0.763758295,6.25,41.32796979,10.0073657,0.500368285,20
credit,FACETIndex,100,,30000,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.290015662,0.505789964,5.5,39.64138937,9.894943476,0.494747174,20
compas,FACETIndex,100,,60000,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,57.44579697,0.189593315,0.009479666,20
credit,FACETIndex,100,,30000,9,0.797974684,0.827666151,0.933536718,0.877419355,1,0.347636593,0.599975962,5.7,39.95507956,8.460333347,0.423016667,20
compas,FACETIndex,100,,60000,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,57.52553082,0.188188553,0.009409428,20
compas,FACETIndex,100,,60000,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,60.632236,0.202631474,0.010131574,20
adult,FACETIndex,100,,30000,0,0.844665561,0.705549846,0.622675737,0.661527343,1,0.213108047,0.331033965,2.95,56.53720999,28.14926648,1.407463324,20
credit,FACETIndex,100,,40000,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.347817704,0.62691655,5.75,49.73623729,9.320946217,0.466047311,20
adult,FACETIndex,100,,30000,1,0.845218353,0.72036942,0.621513944,0.66730038,1,0.247415114,0.353474753,2.5,57.52577662,25.68658662,1.284329331,20
credit,FACETIndex,100,,40000,5,0.8,0.834855255,0.927677029,0.878821965,1,0.43181732,0.761205443,6.3,48.57833934,7.957612276,0.397880614,20
credit,FACETIndex,100,,40000,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.33555853,0.580074584,5.8,49.61346674,12.49324417,0.624662209,20
credit,FACETIndex,100,,40000,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.409018446,0.741669865,6.2,48.70443201,11.41348267,0.570674133,20
adult,FACETIndex,100,,30000,2,0.83946932,0.704379562,0.604203936,0.65045739,1,0.208228829,0.296388816,3.05,56.35471082,28.83254933,1.441627467,20
adult,FACETIndex,100,,30000,5,0.844444444,0.695847924,0.635159817,0.664120315,1,0.168763878,0.248717874,2.3,56.52154493,27.4505198,1.37252599,20
adult,FACETIndex,100,,30000,3,0.849087894,0.722166998,0.643204958,0.680402716,1,0.194985395,0.293219151,2.9,57.91706824,26.1368711,1.306843555,20
credit,FACETIndex,100,,40000,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.338929836,0.629785837,6,47.65505004,12.09606194,0.604803097,20
compas,FACETIndex,100,,70000,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,67.85390162,0.143202305,0.007160115,20
compas,FACETIndex,100,,70000,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,66.45354557,0.17218852,0.008609426,20
credit,FACETIndex,100,,40000,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.327295615,0.580642024,5.8,50.92725039,10.40430403,0.520215201,20
compas,FACETIndex,100,,70000,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,68.5637784,0.200903416,0.010045171,20
credit,FACETIndex,100,,40000,9,0.797974684,0.827666151,0.933536718,0.877419355,1,0.342930811,0.609013053,6.2,48.36052275,11.28521705,0.564260852,20
compas,FACETIndex,100,,70000,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,66.90068316,0.22016716,0.011008358,20
credit,FACETIndex,100,,40000,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.270132022,0.494737013,5.35,47.61787629,17.37202549,0.868601274,20
credit,FACETIndex,100,,40000,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.278212383,0.488771215,5.35,47.80258989,12.95515895,0.647757947,20
adult,FACETIndex,100,,30000,4,0.84013267,0.700553598,0.620597414,0.658156028,1,0.166565767,0.247520005,2.75,57.55947375,32.10322785,1.605161393,20
adult,FACETIndex,100,,30000,6,0.845771144,0.715562566,0.614446953,0.66116104,1,0.155121691,0.238711407,2.95,58.32872128,28.52377415,1.426188707,20
compas,FACETIndex,100,,70000,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,66.94137836,0.21079874,0.010539937,20
credit,FACETIndex,100,,40000,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.412630695,0.708257118,6.2,49.70845866,13.33608603,0.666804302,20
compas,FACETIndex,100,,70000,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.18625,0.18625,1,70.33439684,0.20283556,0.010141778,20
compas,FACETIndex,100,,70000,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10625,0.10625,1,67.33103371,0.200444221,0.010022211,20
compas,FACETIndex,100,,70000,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,67.11591673,0.195341587,0.009767079,20
adult,FACETIndex,100,,30000,8,0.846102819,0.725864739,0.620202911,0.668886775,1,0.125794396,0.199203727,2.9,59.37826729,28.5498662,1.42749331,20
compas,FACETIndex,100,,70000,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,66.95415545,0.195842505,0.009792125,20
compas,FACETIndex,100,,70000,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,71.0961709,0.202144623,0.010107231,20
adult,FACETIndex,100,,30000,7,0.841901603,0.716174975,0.61754386,0.663212435,1,0.175261528,0.262221875,2.75,59.09488153,31.68357277,1.584178638,20
adult,FACETIndex,100,,30000,9,0.848977336,0.720734908,0.622111464,0.667801556,1,0.174721947,0.257459422,2.85,59.00421715,33.32021928,1.666010964,20
credit,FACETIndex,100,,50000,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.344598372,0.605342526,5.6,58.00620461,11.85272026,0.592636013,20
credit,FACETIndex,100,,50000,5,0.8,0.834855255,0.927677029,0.878821965,1,0.380014535,0.705109445,6,57.06414819,9.746420145,0.487321007,20
credit,FACETIndex,100,,50000,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.342095069,0.57541944,5.55,57.59480691,14.20727682,0.710363841,20
credit,FACETIndex,100,,50000,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.324952242,0.531931429,5.5,58.05523801,15.61429048,0.780714524,20
adult,FACETIndex,100,,40000,0,0.844665561,0.705549846,0.622675737,0.661527343,1,0.183342872,0.28855438,2.8,66.89956474,36.64688611,1.832344306,20
credit,FACETIndex,100,,50000,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.314063425,0.528569643,5.35,55.62539339,15.33721042,0.766860521,20
compas,FACETIndex,100,,80000,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,77.66453958,0.14742732,0.007371366,20
credit,FACETIndex,100,,50000,9,0.797974684,0.827666151,0.933536718,0.877419355,1,0.307969874,0.499948776,5.65,56.75236869,14.2038281,0.710191405,20
credit,FACETIndex,100,,50000,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.312823267,0.549602529,5.6,59.79070687,13.13375545,0.656687772,20
compas,FACETIndex,100,,80000,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,75.86148953,0.174497366,0.008724868,20
credit,FACETIndex,100,,50000,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.283074752,0.467257693,5.25,55.93144584,16.18239975,0.809119987,20
compas,FACETIndex,100,,80000,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,76.33267951,0.225582123,0.011279106,20
compas,FACETIndex,100,,80000,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,78.48369789,0.206362009,0.0103181,20
compas,FACETIndex,100,,80000,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,76.27177358,0.21553278,0.010776639,20
credit,FACETIndex,100,,50000,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.421738928,0.699817558,6.15,58.603477,17.01179624,0.850589812,20
credit,FACETIndex,100,,50000,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.256085897,0.439989471,5.25,55.91431642,21.75831199,1.087915599,20
compas,FACETIndex,100,,80000,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10625,0.10625,1,77.07937527,0.202482224,0.010124111,20
compas,FACETIndex,100,,80000,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,76.81995106,0.200106382,0.010005319,20
compas,FACETIndex,100,,80000,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.18625,0.18625,1,80.61915803,0.20044589,0.010022295,20
compas,FACETIndex,100,,80000,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,76.45671582,0.196291208,0.00981456,20
adult,FACETIndex,100,,40000,1,0.845218353,0.72036942,0.621513944,0.66730038,1,0.191641308,0.27826368,2.7,68.59063029,34.30677056,1.715338528,20
adult,FACETIndex,100,,40000,5,0.844444444,0.695847924,0.635159817,0.664120315,1,0.180560117,0.26810141,2.45,66.96562624,36.76197505,1.838098752,20
adult,FACETIndex,100,,40000,3,0.849087894,0.722166998,0.643204958,0.680402716,1,0.170688668,0.257156818,2.6,69.21407461,34.7808733,1.739043665,20
compas,FACETIndex,100,,80000,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,81.20938826,0.208728313,0.010436416,20
adult,FACETIndex,100,,40000,2,0.83946932,0.704379562,0.604203936,0.65045739,1,0.19806205,0.285505682,3.05,66.85646629,38.96326494,1.948163247,20
adult,FACETIndex,100,,40000,6,0.845771144,0.715562566,0.614446953,0.66116104,1,0.134444551,0.197539876,2.55,71.87157893,38.14570975,1.907285488,20
adult,FACETIndex,100,,40000,4,0.84013267,0.700553598,0.620597414,0.658156028,1,0.173395059,0.229923038,2.55,68.05280495,42.77884698,2.138942349,20
adult,FACETIndex,100,,40000,8,0.846102819,0.725864739,0.620202911,0.668886775,1,0.124671205,0.197416769,2.65,71.2733283,37.51652336,1.875826168,20
adult,FACETIndex,100,,40000,7,0.841901603,0.716174975,0.61754386,0.663212435,1,0.182607755,0.2826017,3,70.66256309,42.02995801,2.1014979,20
credit,FACETIndex,100,,60000,5,0.8,0.834855255,0.927677029,0.878821965,1,0.392624267,0.759695296,6.4,65.40436721,11.51043701,0.575521851,20
credit,FACETIndex,100,,60000,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.368139412,0.637173654,5.75,66.21132731,14.01547527,0.700773764,20
adult,FACETIndex,100,,40000,9,0.848977336,0.720734908,0.622111464,0.667801556,1,0.164976365,0.247372741,2.85,72.27037692,44.02012396,2.201006198,20
credit,FACETIndex,100,,60000,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.371161378,0.637322877,5.65,65.99221754,16.99565744,0.849782872,20
credit,FACETIndex,100,,60000,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.325621971,0.570132574,5.8,63.91043687,18.06397581,0.903198791,20
credit,FACETIndex,100,,60000,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.309985353,0.54943489,5.8,66.47989893,19.02387071,0.951193535,20
credit,FACETIndex,100,,60000,9,0.797974684,0.827666151,0.933536718,0.877419355,1,0.316463586,0.515530311,5.45,64.98605561,16.80234694,0.840117347,20
compas,FACETIndex,100,,90000,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,85.37732816,0.173785448,0.008689272,20
credit,FACETIndex,100,,60000,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.282918747,0.484083274,5.4,64.0557425,19.37288022,0.968644011,20
compas,FACETIndex,100,,90000,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,87.46640968,0.146724701,0.007336235,20
credit,FACETIndex,100,,60000,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.303149688,0.518957526,5.5,68.8315587,15.910779,0.79553895,20
compas,FACETIndex,100,,90000,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,86.04731917,0.221109152,0.011055458,20
compas,FACETIndex,100,,90000,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,85.60622787,0.216773033,0.010838652,20
compas,FACETIndex,100,,90000,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,87.89306331,0.207629442,0.010381472,20
compas,FACETIndex,100,,90000,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10625,0.10625,1,86.46258712,0.209757328,0.010487866,20
credit,FACETIndex,100,,60000,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.349504405,0.60917852,5.9,67.31095266,20.06527114,1.003263557,20
compas,FACETIndex,100,,90000,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,86.19573021,0.195548773,0.009777439,20
compas,FACETIndex,100,,90000,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,86.09721494,0.198905706,0.009945285,20
credit,FACETIndex,100,,60000,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.286338272,0.519107748,5.3,64.16227174,25.75680065,1.287840033,20
compas,FACETIndex,100,,90000,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.18625,0.18625,1,90.52576828,0.206669807,0.01033349,20
compas,FACETIndex,100,,90000,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,91.19378901,0.206075668,0.010303783,20
adult,FACETIndex,100,,50000,0,0.844665561,0.705549846,0.622675737,0.661527343,1,0.152483386,0.219664661,2.7,77.48061895,45.63670373,2.281835186,20
adult,FACETIndex,100,,50000,1,0.845218353,0.72036942,0.621513944,0.66730038,1,0.245500497,0.335105467,2.6,79.17641521,43.17110372,2.158555186,20
adult,FACETIndex,100,,50000,5,0.844444444,0.695847924,0.635159817,0.664120315,1,0.117480517,0.176503604,2.6,77.62611008,45.80329776,2.290164888,20
adult,FACETIndex,100,,50000,3,0.849087894,0.722166998,0.643204958,0.680402716,1,0.127897505,0.192677063,2.65,80.01643181,42.81959271,2.140979636,20
credit,FACETIndex,100,,70000,5,0.8,0.834855255,0.927677029,0.878821965,1,0.345247816,0.589582675,5.9,73.61408305,13.50709438,0.675354719,20
adult,FACETIndex,100,,50000,2,0.83946932,0.704379562,0.604203936,0.65045739,1,0.157147551,0.224152396,2.85,77.60912871,48.51987553,2.425993776,20
credit,FACETIndex,100,,70000,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.328315475,0.559619905,5.5,74.74444151,16.22143412,0.811071706,20
credit,FACETIndex,100,,70000,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.351189588,0.607806648,5.65,74.24883533,19.67211723,0.983605862,20
credit,FACETIndex,100,,70000,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.317243582,0.519083766,5.2,71.88434982,21.69145083,1.084572542,20
credit,FACETIndex,100,,70000,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.291424534,0.484646968,5.6,75.10006595,21.9455657,1.097278285,20
adult,FACETIndex,100,,50000,6,0.845771144,0.715562566,0.614446953,0.66116104,1,0.14256393,0.199286086,2.35,84.4516809,47.40975046,2.370487523,20
adult,FACETIndex,100,,50000,4,0.84013267,0.700553598,0.620597414,0.658156028,1,0.109633716,0.160661907,2.35,79.25753236,53.13785672,2.656892836,20
adult,FACETIndex,100,,50000,8,0.846102819,0.725864739,0.620202911,0.668886775,1,0.097427156,0.142636038,2.35,82.6904633,46.5477109,2.327385545,20
credit,FACETIndex,100,,70000,9,0.797974684,0.827666151,0.933536718,0.877419355,1,0.307462891,0.533549222,5.75,73.03628516,19.626091,0.98130455,20
compas,FACETIndex,100,,100000,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,94.93628955,0.179699898,0.008984995,20
credit,FACETIndex,100,,70000,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.270188145,0.493074106,5.5,71.87911034,22.37198162,1.118599081,20
credit,FACETIndex,100,,70000,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.314337448,0.567551273,5.8,77.10319853,18.51832604,0.925916302,20
compas,FACETIndex,100,,100000,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,98.36906576,0.15036869,0.007518435,20
compas,FACETIndex,100,,100000,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,95.22219563,0.222145319,0.011107266,20
compas,FACETIndex,100,,100000,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,95.17901278,0.215147018,0.010757351,20
compas,FACETIndex,100,,100000,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10625,0.10625,1,95.84575629,0.204501629,0.010225081,20
compas,FACETIndex,100,,100000,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,97.86846828,0.223546267,0.011177313,20
compas,FACETIndex,100,,100000,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,95.81516266,0.194431305,0.009721565,20
adult,FACETIndex,100,,50000,7,0.841901603,0.716174975,0.61754386,0.663212435,1,0.163204488,0.255931551,2.6,81.83449173,52.5190649,2.625953245,20
compas,FACETIndex,100,,100000,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,95.89311814,0.19509244,0.009754622,20
credit,FACETIndex,100,,70000,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.346348656,0.581395999,5.7,75.43049955,23.57032681,1.17851634,20
compas,FACETIndex,100,,100000,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.18625,0.18625,1,101.0803881,0.212433577,0.010621679,20
credit,FACETIndex,100,,70000,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.261702913,0.455148408,5.15,72.59071708,30.06419182,1.503209591,20
adult,FACETIndex,100,,50000,9,0.848977336,0.720734908,0.622111464,0.667801556,1,0.157375037,0.224356763,2.7,85.13957143,55.11768627,2.755884314,20
compas,FACETIndex,100,,100000,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,101.6210742,0.208504677,0.010425234,20
credit,FACETIndex,100,,80000,5,0.8,0.834855255,0.927677029,0.878821965,1,0.348233255,0.604648472,5.9,81.88537407,15.49952149,0.774976075,20
credit,FACETIndex,100,,80000,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.324844364,0.587638278,5.7,82.20198059,18.37125182,0.918562591,20
